type,ortho_dose,pipe_material,date,location,value,bdl
lead_dissolved,2.0-0.75,Pb #1,2019-07-30,LP32,0.016,FALSE
lead,2.0-0.75,Pb #2,2019-07-30,LP33,0.0171,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-07-30,LP33,0.0155,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2019-07-30,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2019-07-30,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2019-08-07,LP11,0.003,FALSE
lead_dissolved,0-0.5,Pb-Cu,2019-08-07,LP11,0.0026,FALSE
lead,0-0.5,Pb #1,2019-08-07,LP12,0.118,FALSE
lead_dissolved,0-0.5,Pb #1,2019-08-07,LP12,0.11,FALSE
lead,0-0.5,Pb #2,2019-08-07,LP13,0.148,FALSE
lead_dissolved,0-0.5,Pb #2,2019-08-07,LP13,0.144,FALSE
lead,0-0.5,Cu/Pb-Sn,2019-08-07,LP15,8e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2019-08-07,LP15,7e-4,FALSE
lead,1.0,Pb-Cu,2019-08-07,LP21,0.0012,FALSE
lead_dissolved,1.0,Pb-Cu,2019-08-07,LP21,0.0011,FALSE
lead,1.0,Pb #1,2019-08-07,LP22,0.0257,FALSE
lead_dissolved,1.0,Pb #1,2019-08-07,LP22,0.024,FALSE
lead,1.0,Pb #2,2019-08-07,LP23,0.0327,FALSE
lead_dissolved,1.0,Pb #2,2019-08-07,LP23,0.031,FALSE
lead,1.0,Cu/Pb-Sn,2019-08-07,LP25,4e-4,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2019-08-07,LP25,2e-4,FALSE
lead,2.0-0.75,Pb-Cu,2019-08-07,LP31,0.0016,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2019-08-07,LP31,0.0014,FALSE
lead,2.0-0.75,Pb #1,2019-08-07,LP32,0.0237,FALSE
lead_dissolved,2.0-0.75,Pb #1,2019-08-07,LP32,0.0231,FALSE
lead,2.0-0.75,Pb #2,2019-08-07,LP33,0.0214,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-08-07,LP33,0.0204,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2019-08-07,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2019-08-07,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2019-08-13,LP11,0.011,FALSE
lead_dissolved,0-0.5,Pb-Cu,2019-08-13,LP11,0.01,FALSE
lead,0-0.5,Pb #1,2019-08-13,LP12,0.065,FALSE
lead_dissolved,0-0.5,Pb #1,2019-08-13,LP12,0.0608,FALSE
lead,0-0.5,Pb #2,2019-08-13,LP13,0.0883,FALSE
lead_dissolved,0-0.5,Pb #2,2019-08-13,LP13,0.0832,FALSE
lead,0-0.5,Cu/Pb-Sn,2019-08-13,LP15,5e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2019-08-13,LP15,3e-4,FALSE
lead,1.0,Pb-Cu,2019-08-13,LP21,0.0044,FALSE
lead_dissolved,1.0,Pb-Cu,2019-08-13,LP21,0.0041,FALSE
lead,1.0,Pb #1,2019-08-13,LP22,0.0217,FALSE
lead_dissolved,1.0,Pb #1,2019-08-13,LP22,0.021,FALSE
lead,1.0,Pb #2,2019-08-13,LP23,0.0275,FALSE
lead_dissolved,1.0,Pb #2,2019-08-13,LP23,0.0254,FALSE
lead,1.0,Cu/Pb-Sn,2019-08-13,LP25,4e-4,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2019-08-13,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2019-08-13,LP31,0.0033,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2019-08-13,LP31,0.003,FALSE
lead,2.0-0.75,Pb #1,2019-08-13,LP32,0.0184,FALSE
lead_dissolved,2.0-0.75,Pb #1,2019-08-13,LP32,0.0174,FALSE
lead,2.0-0.75,Pb #2,2019-08-13,LP33,0.017,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-08-13,LP33,0.0164,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2019-08-13,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2019-08-13,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2019-08-20,LP11,0.0115,FALSE
lead_dissolved,0-0.5,Pb-Cu,2019-08-20,LP11,0.0104,FALSE
lead,0-0.5,Pb #1,2019-08-20,LP12,0.0629,FALSE
lead_dissolved,0-0.5,Pb #1,2019-08-20,LP12,0.0586,FALSE
lead,0-0.5,Pb #2,2019-08-20,LP13,0.0898,FALSE
lead_dissolved,0-0.5,Pb #2,2019-08-20,LP13,0.0837,FALSE
lead,0-0.5,Cu/Pb-Sn,2019-08-20,LP15,5e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2019-08-20,LP15,3e-4,FALSE
lead,1.0,Pb-Cu,2019-08-20,LP21,0.0028,FALSE
lead_dissolved,1.0,Pb-Cu,2019-08-20,LP21,0.0026,FALSE
lead,1.0,Pb #1,2019-08-20,LP22,0.022,FALSE
lead_dissolved,1.0,Pb #1,2019-08-20,LP22,0.0213,FALSE
lead,1.0,Pb #2,2019-08-20,LP23,0.0259,FALSE
lead_dissolved,1.0,Pb #2,2019-08-20,LP23,0.0248,FALSE
lead,1.0,Cu/Pb-Sn,2019-08-20,LP25,4e-4,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2019-08-20,LP25,2e-4,FALSE
lead,2.0-0.75,Pb-Cu,2019-08-20,LP31,0.0032,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2019-08-20,LP31,0.003,FALSE
lead,2.0-0.75,Pb #1,2019-08-20,LP32,0.0206,FALSE
lead_dissolved,2.0-0.75,Pb #1,2019-08-20,LP32,0.0201,FALSE
lead,2.0-0.75,Pb #2,2019-08-20,LP33,0.0179,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-08-20,LP33,0.0173,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2019-08-20,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2019-08-20,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2019-08-27,LP11,0.0076,FALSE
lead_dissolved,0-0.5,Pb-Cu,2019-08-27,LP11,0.0067,FALSE
lead,0-0.5,Pb #1,2019-08-27,LP12,0.0669,FALSE
lead_dissolved,0-0.5,Pb #1,2019-08-27,LP12,0.0561,FALSE
lead,0-0.5,Pb #2,2019-08-27,LP13,0.0819,FALSE
lead_dissolved,0-0.5,Pb #2,2019-08-27,LP13,0.0756,FALSE
lead,0-0.5,Cu/Pb-Sn,2019-08-27,LP15,4e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2019-08-27,LP15,3e-4,FALSE
lead,1.0,Pb-Cu,2019-08-27,LP21,0.0018,FALSE
lead_dissolved,1.0,Pb-Cu,2019-08-27,LP21,0.0015,FALSE
lead,1.0,Pb #1,2019-08-27,LP22,0.0225,FALSE
lead_dissolved,1.0,Pb #1,2019-08-27,LP22,0.0218,FALSE
lead,1.0,Pb #2,2019-08-27,LP23,0.0296,FALSE
lead_dissolved,1.0,Pb #2,2019-08-27,LP23,0.0247,FALSE
lead,1.0,Cu/Pb-Sn,2019-08-27,LP25,4e-4,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2019-08-27,LP25,2e-4,FALSE
lead,2.0-0.75,Pb-Cu,2019-08-27,LP31,0.0045,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2019-08-27,LP31,0.0043,FALSE
lead,2.0-0.75,Pb #1,2019-08-27,LP32,0.0202,FALSE
lead_dissolved,2.0-0.75,Pb #1,2019-08-27,LP32,0.0183,FALSE
lead,2.0-0.75,Pb #2,2019-08-27,LP33,0.0171,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-08-27,LP33,0.0163,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2019-08-27,LP35,0.0443,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2019-08-27,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2019-09-03,LP11,9e-4,FALSE
lead_dissolved,0-0.5,Pb-Cu,2019-09-03,LP11,6e-4,FALSE
lead,0-0.5,Pb #1,2019-09-03,LP12,0.0536,FALSE
lead_dissolved,0-0.5,Pb #1,2019-09-03,LP12,0.0417,FALSE
lead,0-0.5,Pb #2,2019-09-03,LP13,0.0605,FALSE
lead_dissolved,0-0.5,Pb #2,2019-09-03,LP13,0.0564,FALSE
lead,0-0.5,Cu/Pb-Sn,2019-09-03,LP15,0.0053,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2019-09-03,LP15,3e-4,FALSE
lead,1.0,Pb-Cu,2019-09-03,LP21,6e-4,FALSE
lead_dissolved,1.0,Pb-Cu,2019-09-03,LP21,5e-4,FALSE
lead,1.0,Pb #1,2019-09-03,LP22,0.0186,FALSE
lead_dissolved,1.0,Pb #1,2019-09-03,LP22,0.018,FALSE
lead,1.0,Pb #2,2019-09-03,LP23,0.0218,FALSE
lead_dissolved,1.0,Pb #2,2019-09-03,LP23,0.0204,FALSE
lead,1.0,Cu/Pb-Sn,2019-09-03,LP25,0.0045,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2019-09-03,LP25,3e-4,FALSE
lead,2.0-0.75,Pb-Cu,2019-09-03,LP31,0.0011,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2019-09-03,LP31,7e-4,FALSE
lead,2.0-0.75,Pb #1,2019-09-03,LP32,0.0184,FALSE
lead_dissolved,2.0-0.75,Pb #1,2019-09-03,LP32,0.0176,FALSE
lead,2.0-0.75,Pb #2,2019-09-03,LP33,0.0159,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-09-03,LP33,0.0147,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2019-09-03,LP35,3e-4,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2019-09-03,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2019-09-11,LP11,0.007,FALSE
lead_dissolved,0-0.5,Pb-Cu,2019-09-11,LP11,0.0061,FALSE
lead,0-0.5,Pb #1,2019-09-11,LP12,0.0453,FALSE
lead_dissolved,0-0.5,Pb #1,2019-09-11,LP12,0.0376,FALSE
lead,0-0.5,Pb #2,2019-09-11,LP13,0.0507,FALSE
lead_dissolved,0-0.5,Pb #2,2019-09-11,LP13,0.0461,FALSE
lead,0-0.5,Cu/Pb-Sn,2019-09-11,LP15,3e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2019-09-11,LP15,2e-4,TRUE
lead,1.0,Pb-Cu,2019-09-11,LP21,3e-4,FALSE
lead_dissolved,1.0,Pb-Cu,2019-09-11,LP21,2e-4,TRUE
lead,1.0,Pb #1,2019-09-11,LP22,0.0163,FALSE
lead_dissolved,1.0,Pb #1,2019-09-11,LP22,0.0156,FALSE
lead,1.0,Pb #2,2019-09-11,LP23,0.0191,FALSE
lead_dissolved,1.0,Pb #2,2019-09-11,LP23,0.0182,FALSE
lead,1.0,Cu/Pb-Sn,2019-09-11,LP25,3e-4,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2019-09-11,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2019-09-11,LP31,0.0034,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2019-09-11,LP31,0.0033,FALSE
lead,2.0-0.75,Pb #1,2019-09-11,LP32,0.0152,FALSE
lead_dissolved,2.0-0.75,Pb #1,2019-09-11,LP32,0.0145,FALSE
lead,2.0-0.75,Pb #2,2019-09-11,LP33,0.0138,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-09-11,LP33,0.0132,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2019-09-11,LP35,4e-4,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2019-09-11,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2019-09-17,LP11,0.0027,FALSE
lead_dissolved,0-0.5,Pb-Cu,2019-09-17,LP11,0.0021,FALSE
lead,0-0.5,Pb #1,2019-09-17,LP12,0.0448,FALSE
lead_dissolved,0-0.5,Pb #1,2019-09-17,LP12,0.0411,FALSE
lead,0-0.5,Pb #2,2019-09-17,LP13,0.0615,FALSE
lead_dissolved,0-0.5,Pb #2,2019-09-17,LP13,0.057,FALSE
lead,0-0.5,Cu/Pb-Sn,2019-09-17,LP15,4e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2019-09-17,LP15,2e-4,FALSE
lead,1.0,Pb-Cu,2019-09-17,LP21,0.0015,FALSE
lead_dissolved,1.0,Pb-Cu,2019-09-17,LP21,0.0013,FALSE
lead,1.0,Pb #1,2019-09-17,LP22,0.0159,FALSE
lead_dissolved,1.0,Pb #1,2019-09-17,LP22,0.0151,FALSE
lead,1.0,Pb #2,2019-09-17,LP23,0.0205,FALSE
lead_dissolved,1.0,Pb #2,2019-09-17,LP23,0.0197,FALSE
lead,1.0,Cu/Pb-Sn,2019-09-17,LP25,3e-4,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2019-09-17,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2019-09-17,LP31,8e-4,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2019-09-17,LP31,2e-4,TRUE
lead,2.0-0.75,Pb #1,2019-09-17,LP32,0.0147,FALSE
lead_dissolved,2.0-0.75,Pb #1,2019-09-17,LP32,0.0138,FALSE
lead,2.0-0.75,Pb #2,2019-09-17,LP33,0.0128,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-09-17,LP33,0.0112,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2019-09-17,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2019-09-17,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2019-09-24,LP11,0.0043,FALSE
lead_dissolved,0-0.5,Pb-Cu,2019-09-24,LP11,0.0037,FALSE
lead,0-0.5,Pb #1,2019-09-24,LP12,0.056,FALSE
lead_dissolved,0-0.5,Pb #1,2019-09-24,LP12,0.0386,FALSE
lead,0-0.5,Pb #2,2019-09-24,LP13,0.0538,FALSE
lead_dissolved,0-0.5,Pb #2,2019-09-24,LP13,0.0502,FALSE
lead,0-0.5,Cu/Pb-Sn,2019-09-24,LP15,3e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2019-09-24,LP15,2e-4,TRUE
lead,1.0,Pb-Cu,2019-09-24,LP21,0.0016,FALSE
lead_dissolved,1.0,Pb-Cu,2019-09-24,LP21,0.0014,FALSE
lead,1.0,Pb #1,2019-09-24,LP22,0.0165,FALSE
lead_dissolved,1.0,Pb #1,2019-09-24,LP22,0.0157,FALSE
lead,1.0,Pb #2,2019-09-24,LP23,0.0198,FALSE
lead_dissolved,1.0,Pb #2,2019-09-24,LP23,0.0189,FALSE
lead,1.0,Cu/Pb-Sn,2019-09-24,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2019-09-24,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2019-09-24,LP31,0.0011,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2019-09-24,LP31,0.0011,FALSE
lead,2.0-0.75,Pb #1,2019-09-24,LP32,0.0149,FALSE
lead_dissolved,2.0-0.75,Pb #1,2019-09-24,LP32,0.0146,FALSE
lead,2.0-0.75,Pb #2,2019-09-24,LP33,0.0127,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-09-24,LP33,0.0119,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2019-09-24,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2019-09-24,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2019-10-01,LP11,0.0047,FALSE
lead_dissolved,0-0.5,Pb-Cu,2019-10-01,LP11,0.0042,FALSE
lead,0-0.5,Pb #1,2019-10-01,LP12,0.0355,FALSE
lead_dissolved,0-0.5,Pb #1,2019-10-01,LP12,0.0319,FALSE
lead,0-0.5,Pb #2,2019-10-01,LP13,0.0468,FALSE
lead_dissolved,0-0.5,Pb #2,2019-10-01,LP13,0.0437,FALSE
lead,0-0.5,Cu/Pb-Sn,2019-10-01,LP15,4e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2019-10-01,LP15,2e-4,TRUE
lead,1.0,Pb-Cu,2019-10-01,LP21,0.0011,FALSE
lead_dissolved,1.0,Pb-Cu,2019-10-01,LP21,8e-4,FALSE
lead,1.0,Pb #1,2019-10-01,LP22,0.0141,FALSE
lead_dissolved,1.0,Pb #1,2019-10-01,LP22,0.0132,FALSE
lead,1.0,Pb #2,2019-10-01,LP23,0.0166,FALSE
lead_dissolved,1.0,Pb #2,2019-10-01,LP23,0.0157,FALSE
lead,1.0,Cu/Pb-Sn,2019-10-01,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2019-10-01,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2019-10-01,LP31,0.0016,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2019-10-01,LP31,0.0015,FALSE
lead,2.0-0.75,Pb #1,2019-10-01,LP32,0.0134,FALSE
lead_dissolved,2.0-0.75,Pb #1,2019-10-01,LP32,0.013,FALSE
lead,2.0-0.75,Pb #2,2019-10-01,LP33,0.011,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-10-01,LP33,0.0104,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2019-10-01,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2019-10-01,LP35,2e-4,TRUE
lead,0-0.5,Pb #1,2019-10-02,LP12,0.0398,FALSE
lead_dissolved,0-0.5,Pb #1,2019-10-02,LP12,0.038,FALSE
lead,0-0.5,Pb #2,2019-10-02,LP13,0.05,FALSE
lead_dissolved,0-0.5,Pb #2,2019-10-02,LP13,0.049,FALSE
lead,1.0,Pb #1,2019-10-02,LP22,0.0207,FALSE
lead_dissolved,1.0,Pb #1,2019-10-02,LP22,0.0203,FALSE
lead,1.0,Pb #2,2019-10-02,LP23,0.0236,FALSE
lead_dissolved,1.0,Pb #2,2019-10-02,LP23,0.0236,FALSE
lead,2.0-0.75,Pb #1,2019-10-02,LP32,0.0168,FALSE
lead_dissolved,2.0-0.75,Pb #1,2019-10-02,LP32,0.0168,FALSE
lead,2.0-0.75,Pb #2,2019-10-02,LP33,0.0144,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-10-02,LP33,0.0135,FALSE
lead,0-0.5,Pb #1,2019-10-03,LP12,0.0419,FALSE
lead_dissolved,0-0.5,Pb #1,2019-10-03,LP12,0.0404,FALSE
lead,0-0.5,Pb #2,2019-10-03,LP13,0.0561,FALSE
lead_dissolved,0-0.5,Pb #2,2019-10-03,LP13,0.053900000000000003,FALSE
lead,1.0,Pb #1,2019-10-03,LP22,0.0192,FALSE
lead_dissolved,1.0,Pb #1,2019-10-03,LP22,0.0189,FALSE
lead,1.0,Pb #2,2019-10-03,LP23,0.0224,FALSE
lead_dissolved,1.0,Pb #2,2019-10-03,LP23,0.0221,FALSE
lead,2.0-0.75,Pb #1,2019-10-03,LP32,0.0179,FALSE
lead_dissolved,2.0-0.75,Pb #1,2019-10-03,LP32,0.0179,FALSE
lead,2.0-0.75,Pb #2,2019-10-03,LP33,0.0144,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-10-03,LP33,0.014,FALSE
lead,0-0.5,Pb #2,2019-10-04,LP13,0.0558,FALSE
lead_dissolved,0-0.5,Pb #2,2019-10-04,LP13,0.0538,FALSE
lead,1.0,Pb #1,2019-10-04,LP22,0.0169,FALSE
lead_dissolved,1.0,Pb #1,2019-10-04,LP22,0.0171,FALSE
lead,1.0,Pb #2,2019-10-04,LP23,0.02,FALSE
lead_dissolved,1.0,Pb #2,2019-10-04,LP23,0.0198,FALSE
lead,2.0-0.75,Pb #1,2019-10-04,LP32,0.0156,FALSE
lead_dissolved,2.0-0.75,Pb #1,2019-10-04,LP32,0.0157,FALSE
lead,2.0-0.75,Pb #2,2019-10-04,LP33,0.0126,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-10-04,LP33,0.0123,FALSE
lead,0-0.5,Pb #1,2019-10-04,LP12,0.0435,FALSE
lead_dissolved,0-0.5,Pb #1,2019-10-04,LP12,0.0416,FALSE
lead,0-0.5,Pb #1,2019-10-05,LP12,0.0491,FALSE
lead_dissolved,0-0.5,Pb #1,2019-10-05,LP12,0.047,FALSE
lead,0-0.5,Pb #2,2019-10-05,LP13,0.0646,FALSE
lead_dissolved,0-0.5,Pb #2,2019-10-05,LP13,0.0621,FALSE
lead,1.0,Pb #1,2019-10-05,LP22,0.0202,FALSE
lead_dissolved,1.0,Pb #1,2019-10-05,LP22,0.0199,FALSE
lead,1.0,Pb #2,2019-10-05,LP23,0.0698,FALSE
lead_dissolved,1.0,Pb #2,2019-10-05,LP23,0.0237,FALSE
lead,2.0-0.75,Pb #1,2019-10-05,LP32,0.0184,FALSE
lead_dissolved,2.0-0.75,Pb #1,2019-10-05,LP32,0.0181,FALSE
lead,2.0-0.75,Pb #2,2019-10-05,LP33,0.0165,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-10-05,LP33,0.015,FALSE
lead,0-0.5,Pb #1,2019-10-07,LP12,0.05,FALSE
lead_dissolved,0-0.5,Pb #1,2019-10-07,LP12,0.0476,FALSE
lead,0-0.5,Pb #2,2019-10-07,LP13,0.0655,FALSE
lead_dissolved,0-0.5,Pb #2,2019-10-07,LP13,0.0628,FALSE
lead,1.0,Pb #1,2019-10-07,LP22,0.0197,FALSE
lead_dissolved,1.0,Pb #1,2019-10-07,LP22,0.0198,FALSE
lead,1.0,Pb #2,2019-10-07,LP23,0.0247,FALSE
lead_dissolved,1.0,Pb #2,2019-10-07,LP23,0.0243,FALSE
lead,2.0-0.75,Pb #1,2019-10-07,LP32,0.0197,FALSE
lead_dissolved,2.0-0.75,Pb #1,2019-10-07,LP32,0.0194,FALSE
lead,2.0-0.75,Pb #2,2019-10-07,LP33,0.0161,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-10-07,LP33,0.0156,FALSE
lead,0-0.5,Pb #1,2019-10-07,LP12,0.0522,FALSE
lead_dissolved,0-0.5,Pb #1,2019-10-07,LP12,0.0496,FALSE
lead,0-0.5,Pb #2,2019-10-07,LP13,0.0654,FALSE
lead_dissolved,0-0.5,Pb #2,2019-10-07,LP13,0.0647,FALSE
lead,1.0,Pb #1,2019-10-07,LP22,0.0226,FALSE
lead_dissolved,1.0,Pb #1,2019-10-07,LP22,0.0226,FALSE
lead,1.0,Pb #2,2019-10-07,LP23,0.0246,FALSE
lead_dissolved,1.0,Pb #2,2019-10-07,LP23,0.0241,FALSE
lead,2.0-0.75,Pb #1,2019-10-07,LP32,0.0205,FALSE
lead_dissolved,2.0-0.75,Pb #1,2019-10-07,LP32,0.02,FALSE
lead,2.0-0.75,Pb #2,2019-10-07,LP33,0.0168,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-10-07,LP33,0.0166,FALSE
lead,0-0.5,Pb-Cu,2019-10-08,LP11,0.0085,FALSE
lead_dissolved,0-0.5,Pb-Cu,2019-10-08,LP11,0.0066,FALSE
lead,0-0.5,Pb #1,2019-10-08,LP12,0.0512,FALSE
lead_dissolved,0-0.5,Pb #1,2019-10-08,LP12,0.0477,FALSE
lead,0-0.5,Pb #2,2019-10-08,LP13,0.0636,FALSE
lead_dissolved,0-0.5,Pb #2,2019-10-08,LP13,0.0621,FALSE
lead,0-0.5,Cu/Pb-Sn,2019-10-08,LP15,5e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2019-10-08,LP15,4e-4,FALSE
lead,1.0,Pb-Cu,2019-10-08,LP21,0.0032,FALSE
lead_dissolved,1.0,Pb-Cu,2019-10-08,LP21,0.0031,FALSE
lead,1.0,Pb #1,2019-10-08,LP22,0.0202,FALSE
lead_dissolved,1.0,Pb #1,2019-10-08,LP22,0.0194,FALSE
lead,1.0,Pb #2,2019-10-08,LP23,0.0245,FALSE
lead_dissolved,1.0,Pb #2,2019-10-08,LP23,0.0242,FALSE
lead,1.0,Cu/Pb-Sn,2019-10-08,LP25,9e-4,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2019-10-08,LP25,3e-4,FALSE
lead,2.0-0.75,Pb-Cu,2019-10-08,LP31,0.005,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2019-10-08,LP31,0.0043,FALSE
lead,2.0-0.75,Pb #1,2019-10-08,LP32,0.0194,FALSE
lead_dissolved,2.0-0.75,Pb #1,2019-10-08,LP32,0.0188,FALSE
lead,2.0-0.75,Pb #2,2019-10-08,LP33,0.017,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-10-08,LP33,0.0163,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2019-10-08,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2019-10-08,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2019-10-16,LP11,0.0038,FALSE
lead_dissolved,0-0.5,Pb-Cu,2019-10-16,LP11,0.0032,FALSE
lead,0-0.5,Pb #1,2019-10-16,LP12,0.0234,FALSE
lead_dissolved,0-0.5,Pb #1,2019-10-16,LP12,0.0212,FALSE
lead,0-0.5,Pb #2,2019-10-16,LP13,0.0371,FALSE
lead_dissolved,0-0.5,Pb #2,2019-10-16,LP13,0.0333,FALSE
lead,0-0.5,Cu/Pb-Sn,2019-10-16,LP15,3e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2019-10-16,LP15,2e-4,TRUE
lead,1.0,Pb-Cu,2019-10-16,LP21,0.0013,FALSE
lead_dissolved,1.0,Pb-Cu,2019-10-16,LP21,0.0011,FALSE
lead,1.0,Pb #1,2019-10-16,LP22,0.0134,FALSE
lead_dissolved,1.0,Pb #1,2019-10-16,LP22,0.0117,FALSE
lead,1.0,Pb #2,2019-10-16,LP23,0.0149,FALSE
lead_dissolved,1.0,Pb #2,2019-10-16,LP23,0.0134,FALSE
lead,1.0,Cu/Pb-Sn,2019-10-16,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2019-10-16,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2019-10-16,LP31,0.0022,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2019-10-16,LP31,0.0019,FALSE
lead,2.0-0.75,Pb #1,2019-10-16,LP32,0.0131,FALSE
lead_dissolved,2.0-0.75,Pb #1,2019-10-16,LP32,0.0123,FALSE
lead,2.0-0.75,Pb #2,2019-10-16,LP33,0.011,FALSE
lead_dissolved,2.0-0.75,Pb #2,2019-10-16,LP33,0.0103,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2019-10-16,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2019-10-16,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2019-10-22,LP11,0.0037,FALSE
lead_dissolved,0-0.5,Pb-Cu,2019-10-22,LP11,0.0028,FALSE
lead,0-0.5,Pb #1,2019-10-22,LP12,0.0272,FALSE
lead_dissolved,0-0.5,Pb #1,2019-10-22,LP12,0.0212,FALSE
lead,0-0.5,Pb #2,2019-10-22,LP13,0.0393,FALSE
lead_dissolved,0-0.5,Pb #2,2019-10-22,LP13,0.0315,FALSE
lead,0-0.5,Cu/Pb-Sn,2019-10-22,LP15,8e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2019-10-22,LP15,2e-4,TRUE
